Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Salford,2028.679404,2407.813128,2832.855435,3299.542937,3791.322677,3793.426966,4048.560204,5196.219532,6334.295305,7454.138901,8533.780936,9629.952803,10782.49604,12082.0352,13356.60236,14589.77278,15870.85232,17370.07783,18895.7968,20443.00589,22082.23959,23648.3967,24370.3823,25090.67035,25809.28091,26526.116,27240.51185,27952.42578
Sefton,0.004833222,0.007570107,0.01121959,0.015701043,0.020525078,0.020399543,0.021903029,0.028583576,0.034666551,0.040176362,0.045082758,0.049745631,0.054439655,0.059434203,0.064298489,0.068699426,0.072567445,0.081106051,0.08918115,0.096858392,0.108147671,0.119399762,0.12690768,0.134412391,0.141913767,0.149411665,0.156905757,0.164396206
South Lakeland,388.3689593,561.3279424,782.4073106,1049.39811,1341.617954,1350.808106,1439.880526,1816.280273,2185.537467,2545.651817,2893.298714,3244.065437,3610.046885,4017.048043,4429.906836,4826.115343,5230.607044,5905.077541,6578.817055,7250.840662,8086.418337,8936.316366,9498.939764,10061.50188,10623.99823,11186.41839,11748.71881,12310.9046
South Ribble,300.5057523,411.6536079,534.7396467,673.2644485,822.7388424,826.6243836,914.8342197,1288.418785,1660.968993,2031.1049,2389.184061,2757.577397,3145.369645,3582.008549,4019.731186,4445.641769,4897.214654,5485.650495,6096.755683,6710.795739,7363.895017,8027.177409,8379.60918,8731.833602,9083.851072,9435.659319,9787.243032,10138.60218
St. Helens,140.5502335,185.1734618,234.753682,291.2818026,352.2799289,354.2660985,404.0055319,614.9645355,826.0040196,1036.120938,1239.358938,1450.111881,1672.659249,1923.949817,2182.75683,2434.277926,2696.363279,3011.862915,3339.209702,3672.852992,4023.033311,4377.57258,4552.339054,4727.067251,4901.757551,5076.40886,5251.012994,5425.569607
Staffordshire Moorlands,0.028788089,0.038890813,0.050900678,0.064941347,0.080325465,0.081073714,0.089109457,0.123035258,0.157410973,0.191653559,0.225229233,0.259471856,0.295996983,0.337296394,0.378703998,0.419633351,0.461554173,0.513481904,0.567078334,0.621672677,0.682198402,0.741964586,0.773459579,0.804942039,0.836412064,0.867869081,0.899309182,0.930732263
Stockport,1209.972211,1651.089425,2133.16905,2668.287718,3245.348858,3278.863193,3461.13716,4225.301079,5016.949713,5828.047656,6636.77893,7479.058224,8395.720752,9428.6282,10464.86648,11486.07368,12583.97116,14027.55362,15522.38992,17066.4404,18702.35336,20330.01503,21264.20405,22197.09508,23128.69653,24058.99822,24987.90026,25915.39865
Tameside,790.4096918,1078.618357,1395.790166,1752.444091,2136.62428,2157.245109,2322.022017,3016.395354,3737.709274,4468.74251,5202.314991,5964.590156,6787.448464,7733.402046,8696.001091,9644.718126,10641.57938,11892.10167,13191.80811,14519.2098,15919.15721,17323.96278,18087.94416,18850.65267,19612.0938,20372.26106,21131.08965,21888.57718
Trafford,1044.32596,1443.213916,1881.192906,2366.890246,2888.375321,2917.248881,3070.337653,3720.48286,4388.380373,5066.346494,5741.485578,6442.627271,7196.634559,8047.424135,8895.216876,9734.370799,10616.97716,11710.58461,12839.71746,14007.51698,15274.44965,16508.43013,17177.86545,17845.74788,18512.08573,19176.86687,19839.98005,20501.42076
Warrington,46.03551191,65.29517108,88.13224633,114.7273452,143.7254847,145.4818368,156.7740704,203.3494854,252.0708915,302.3563776,353.331239,407.287266,465.1453524,531.3223068,600.1857879,668.513371,738.6731801,830.6369895,924.7749231,1020.641682,1129.170528,1240.711031,1306.003522,1371.285846,1436.557844,1501.819033,1567.067123,1632.30251
West Lancashire,318.5583426,434.0126286,568.9614361,724.2242514,890.9198005,890.3652568,968.418603,1313.305324,1645.926472,1964.370704,2263.24779,2556.892689,2870.217014,3218.02328,3561.86369,3888.384956,4218.770428,4692.872922,5179.029767,5664.585777,6217.485668,6769.988387,7071.703903,7372.862823,7673.463841,7973.503752,8272.968819,8571.861111
Wigan,1006.482264,1312.745486,1652.978374,2038.465221,2454.070731,2467.194853,2742.417758,3913.669433,5082.365623,6241.045061,7369.647078,8531.182757,9766.356814,11158.39008,12589.71628,13986.58018,15439.24304,17227.02631,19069.86056,20946.20172,22913.83228,24906.1215,25911.10398,26915.5564,27919.48215,28922.87212,29925.657,30927.83357
Wyre,432.4504445,598.4317899,788.9798946,1007.544238,1245.285583,1256.463899,1390.344755,1957.03933,2525.991669,3093.770799,3654.42866,4228.102299,4847.313106,5531.078549,6230.311848,6909.134848,7595.906081,8462.389493,9331.769345,10215.11483,11175.70831,12152.26205,12649.66044,13146.7794,13643.61925,14140.1746,14636.4113,15132.32961
