Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Copeland,4.479815576,5.326684701,7.129650497,8.937483905,11.20573933,13.47397919,15.53567172,16.66932841,17.73375035,18.86338922,19.83191878,20.81914878,21.80750805,22.49108316,23.38439824,24.30437446,25.2962741,26.26051787,27.38814411,28.50897394,29.77693902,30.94142457,32.08602794,33.30064792,34.36678577,35.39388379,36.36521457,37.07188621
Craven,0.401286179,0.78852254,1.280713451,1.775096275,2.509025903,3.242189304,3.865714122,4.397763901,4.902406642,5.43474593,5.901295202,6.366288898,6.832296452,7.174577471,7.602999518,8.044804583,8.517729341,8.977954585,9.508608881,10.03527438,10.62415612,11.16969034,11.70620797,12.27164352,12.77509248,13.26175417,13.72404356,14.06094922
Derbyshire Dales,0.00648428,0.006677503,0.00688003,0.007086226,0.007323188,0.00756686,0.007812222,0.008063422,0.00830194,0.008566762,0.008794173,0.009056232,0.009324114,0.00953446,0.009798826,0.010101653,0.010451605,0.010778743,0.011195617,0.011596755,0.01205797,0.012499581,0.012926396,0.013395005,0.013823558,0.014229937,0.014637297,0.014930469
Eden,20.38365199,22.09789984,25.92462781,29.79396123,34.44593299,39.14661461,43.59700402,46.08867777,48.50757413,51.12027192,53.47559121,55.97319343,58.51465277,60.67861177,63.2186506,66.05088694,69.23584802,72.24098764,75.91261775,79.45376579,83.42001434,87.24837342,90.94395693,94.95490852,98.66163808,102.1744928,105.7196583,108.2712271
Fylde,37.31593808,38.11854551,39.74055982,41.37237067,43.41289595,45.46027185,47.33857359,48.43709462,49.47302346,50.57848912,51.52953156,52.51523218,53.50493062,54.21396704,55.12551053,56.08577585,57.13437492,58.14325505,59.348087,60.53564498,61.88411969,63.13471287,64.35925979,65.6691199,66.83080081,67.94657266,69.01728807,69.79420303
High Peak,4.074870966,4.672744988,5.392179252,6.11728056,7.119232975,8.124014021,9.011108591,9.798990897,10.52798611,11.30713879,11.95251948,12.63040717,13.30678573,13.72883499,14.32184985,14.92889949,15.58774469,16.22708692,16.99130307,17.75333077,18.63165697,19.42509495,20.20514881,21.04077432,21.75550031,22.44145377,23.08285276,23.54848729
Hyndburn,7.030652393,7.69114084,8.478729771,9.285874123,10.3806696,11.49655789,12.52693413,13.49344288,14.42205319,15.42588186,16.31066309,17.25800915,18.21798415,18.99186078,19.92955946,20.96917319,22.13534682,23.23481298,24.59232347,25.90565753,27.39421093,28.81317935,30.18789296,31.68103146,33.04235546,34.33736088,35.62729256,36.55714463
Lancaster,30.52532283,32.14756918,38.7355466,45.35764519,52.92123646,60.51577329,67.74815608,70.1428191,72.47141842,74.95620099,77.21558857,79.52900392,81.87420362,83.87203651,86.19171278,88.72900187,91.534405,94.20161369,97.39043331,100.4824749,103.9191455,107.2233382,110.4266189,113.8674885,117.0470739,120.0786001,123.1068599,125.2938383
Manchester,25.64980329,29.41073532,33.73355443,38.08853332,43.76872377,49.480125,54.67674323,59.44649399,63.81378658,68.53229143,72.34417882,76.50155992,80.65596728,83.09972133,86.70735859,90.45231135,94.58358416,98.56711611,103.4623175,108.3317679,114.0328254,119.1672112,124.2157522,129.6680755,134.3108009,138.7665984,142.9242395,145.9412722
Northumberland,0.001556227,0.00168611,0.001817785,0.001950101,0.002093206,0.002238623,0.002385496,0.002534973,0.00266946,0.002819441,0.002935351,0.00307496,0.003215802,0.003294578,0.00341836,0.003554268,0.003710967,0.003859164,0.004052301,0.004242061,0.004469351,0.004676311,0.004879268,0.00510194,0.0052943,0.005478821,0.005653358,0.005779832
Oldham,12.7372212,14.29586157,16.42609383,18.58663733,21.37854267,24.20356721,26.81653591,28.96589974,31.0011065,33.20068725,35.09451938,37.12993533,39.18567196,40.7206745,42.66832775,44.78991237,47.16083739,49.41149907,52.17720931,54.8723907,57.94594977,60.83795523,63.6489523,66.69609445,69.43254027,72.0391582,74.6001051,76.44862784
Pendle,5.253311124,5.834019194,6.51685249,7.205472162,8.132566379,9.064679312,9.901611866,10.66062675,11.36543455,12.12366548,12.75526953,13.43011521,14.10664505,14.5483629,15.1553833,15.79155208,16.49258403,17.16738843,17.98516109,18.79385835,19.7246758,20.57766833,21.41231733,22.31213345,23.09475435,23.84264692,24.55583084,25.07210957
Preston,15.1135576,16.3908105,18.81916951,21.26497274,24.3915296,27.53102906,30.39127919,32.17050523,33.8613396,35.66407862,37.23822774,38.86020443,40.49242494,41.71912236,43.24982504,44.87678651,46.65676967,48.36486666,50.40160471,52.40122073,54.65766397,56.77004658,58.83424771,61.04198988,63.02305758,64.92406294,66.76620806,68.10189752
Ribble Valley,16.99813266,17.76325296,18.63864002,19.52614773,20.67606552,21.84097874,22.92201191,23.93891311,24.89278731,25.92875809,26.80436375,27.76216519,28.72906567,29.41672096,30.31963195,31.30227617,32.40541922,33.45287528,34.750829,36.01827748,37.47581016,38.83822603,40.16443324,41.60502736,42.8883205,44.11156471,45.30522955,46.16724288
Richmondshire,0,0.000788672,0.001661853,0.002542922,0.003642697,0.004755439,0.005801606,0.006800932,0.00773132,0.008748029,0.00959599,0.010541045,0.011496434,0.012153888,0.013040431,0.014007074,0.015100727,0.016139788,0.017433535,0.018697729,0.020156996,0.02151917,0.022844018,0.024287486,0.025569209,0.026787827,0.027977676,0.028836092
Rochdale,16.12550284,17.7781438,20.73285855,23.71019675,27.38133658,31.0725977,34.49734601,36.70298805,38.75673623,40.96549526,42.8113158,44.7825382,46.75866559,48.0698709,49.85163115,51.72978093,53.79863558,55.78375951,58.20294805,60.59071794,63.3439765,65.8701526,68.3443155,71.01101562,73.33790067,75.56800255,77.69301599,79.23293216
Rossendale,5.828842888,6.459264152,7.17818545,7.900594842,8.833969915,9.770771326,10.62314239,11.40452559,12.11388558,12.88056037,13.48926642,14.15674707,14.82201916,15.18452173,15.74778007,16.32527293,16.95964564,17.57400143,18.3312576,19.08945349,19.98655918,20.7831341,21.57085648,22.41927721,23.13054151,23.81761901,24.44449458,24.90119034
Salford,8.945051896,10.6521519,12.91713281,15.19836802,18.01284103,20.84557491,23.48550616,25.63180271,27.5857137,29.70469971,31.39132472,33.25971665,35.12536683,36.17670963,37.77851143,39.44785656,41.29552475,43.07201202,45.28857596,47.49473243,50.10672679,52.44428217,54.75029832,57.24385158,59.35504964,61.39165975,63.27141666,64.63874616
Sefton,0,4.09378E-05,8.82328E-05,0.000136904,0.000200426,0.000265638,0.00032774,0.000388012,0.000446434,0.00051014,0.000566981,0.000629045,0.000692302,0.000745912,0.00080944,0.000881466,0.00096331,0.001039941,0.001135652,0.001227608,0.001331686,0.00143208,0.001528946,0.001634735,0.001732335,0.00182484,0.001918264,0.001985465
South Lakeland,18.34593833,19.94340053,23.64649433,27.36494136,31.88785955,36.41874353,40.60573852,42.75293687,44.7643596,46.90912484,48.7331951,50.62337591,52.51667536,53.81204581,55.52496309,57.30390296,59.23866454,61.1098988,63.33044835,65.53029907,68.03254363,70.33287198,72.58702263,74.99691979,77.10725664,79.13056007,81.05786927,82.45583825
South Ribble,10.36612086,11.53074491,13.44505213,15.37491521,17.71686632,20.07661379,22.29250879,23.81879169,25.2386939,26.77677123,28.05752503,29.45390763,30.85828056,31.79907994,33.07865957,34.4488379,35.97683958,37.43518227,39.23562415,41.00450141,43.04962343,44.93825162,46.78296751,48.78207618,50.53791486,52.21571481,53.82991696,54.9975297
St. Helens,5.545687329,5.958459101,6.733576831,7.511683881,8.488096946,9.466330713,10.35997736,10.90682249,11.41916572,11.96651114,12.43238914,12.91745266,13.4040913,13.73941016,14.18151122,14.64373315,15.14811407,15.6352133,16.21576728,16.79022468,17.44497297,18.04825474,18.64020357,19.27260057,19.82930023,20.36473854,20.87414651,21.24422774
Staffordshire Moorlands,0,5.96489E-05,0.000118966,0.000178981,0.000241527,0.000305779,0.000373146,0.000444091,0.000508962,0.00058176,0.000639675,0.00070995,0.000781316,0.000827045,0.000892896,0.000967482,0.00105422,0.001135422,0.001241843,0.001345248,0.001467881,0.001581893,0.001693086,0.001815453,0.001923827,0.002027453,0.002127879,0.002200466
Stockport,24.51529283,27.23375353,30.42112811,33.65158819,37.96672129,42.32542853,46.2935946,49.94803407,53.36591686,57.05370344,60.15752913,63.49717609,66.85456096,69.16663517,72.24544224,75.53687122,79.1898578,82.67759615,86.95666606,91.15839083,95.99269228,100.4684101,104.8387879,109.565239,113.7312858,117.7135079,121.5534106,124.3311728
Tameside,14.72025033,16.92495728,19.65851394,22.38890999,25.71209717,29.03393644,32.10354702,34.6629607,36.92766657,39.38516585,41.2308954,43.30890288,45.36565793,46.21311917,47.82490498,49.41475029,51.14891989,52.85086609,54.979085,57.15211329,59.80958574,62.07006438,64.33740141,66.77223061,68.7056803,70.60003943,72.21394605,73.40144973
Trafford,12.65545572,13.77808623,15.20324024,16.65807426,18.78462724,20.93534996,22.83015023,24.51961463,26.1545877,27.89711695,29.46501263,31.07063783,32.69300173,34.03614833,35.62063021,37.33755134,39.2304826,41.03223825,43.18443964,45.27519007,47.60140245,49.82502147,51.97697726,54.29507627,56.41475776,58.42636437,60.43722512,61.88603345
Warrington,1.909996677,2.193155381,2.509115945,2.827610431,3.227616811,3.631323961,4.007798254,4.363024243,4.689403199,5.044837078,5.333367558,5.65468776,5.97746224,6.177388033,6.464688789,6.771410292,7.114812817,7.442867381,7.852791081,8.257117983,8.730887843,9.163492645,9.587824541,10.04802333,10.44736164,10.83068511,11.19369788,11.45694998
West Lancashire,12.1041622,13.70037168,15.70196257,17.73386339,20.52453811,23.34838254,25.90117205,28.16649019,30.34937984,32.6977377,34.79307809,36.99567268,39.23002458,41.06215265,43.25190567,45.66146257,48.3499142,50.89939783,53.99361497,56.99387315,60.36440963,63.5888667,66.71575218,70.09157313,73.18915334,76.14045207,79.07905072,81.20038059
Wigan,25.63977859,28.26164528,33.60842485,38.97862727,45.43453781,51.90697884,57.93324955,61.33039049,64.45813069,67.8158214,70.56432043,73.49761941,76.42543212,78.19844576,80.74863708,83.37543126,86.24266898,89.01697146,92.38006876,95.73212873,99.63250338,103.1442655,106.6041167,110.318029,113.4869741,116.5391983,119.3747857,121.4366923
Wyre,23.65818897,24.89308175,27.35366589,29.82969064,32.93576767,36.0541375,38.91548026,40.61612818,42.23031658,43.95477953,45.45720395,47.01419956,48.58221502,49.75637072,51.22794053,52.79526587,54.51588646,56.16624626,58.13829001,60.0732481,62.25777068,64.3048779,66.30300211,68.44411881,70.36544397,72.20545993,73.99347996,75.28868296
