Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Copeland,4.479815576,5.587648882,8.0104722,10.44236164,13.05917416,15.57060692,17.90579589,19.37120035,20.80480899,22.34311704,23.76692601,25.25623476,26.78681215,28.00460796,29.40526524,30.82292331,32.31306342,33.76835066,35.3863617,36.99673411,38.75325915,40.379463,41.94898156,43.53572747,44.92877482,46.29247336,47.54750142,48.38146627
Craven,0.401286179,0.901572043,1.663348747,2.427504526,3.312492046,4.151793496,4.894793895,5.572006636,6.238365281,6.950066197,7.61625895,8.301687583,9.005827234,9.582041522,10.2331077,10.89327127,11.58489079,12.26076107,13.0069843,13.74903129,14.55324786,15.30217661,16.02609083,16.75607678,17.40393968,18.03954086,18.62734078,19.02086697
Derbyshire Dales,0.00648428,0.006851625,0.00746835,0.008098515,0.008562043,0.008959009,0.009381818,0.009853327,0.010340129,0.010881838,0.011420331,0.012026624,0.012667522,0.013248099,0.013863506,0.014511723,0.015207441,0.015874997,0.016633732,0.017376146,0.018179054,0.018944798,0.019671151,0.020406219,0.021070245,0.02172013,0.022336676,0.022728267
Eden,20.38365199,23.40467118,30.3473157,37.32868183,43.66050141,49.5148736,55.29279571,59.43074715,63.70575022,68.38882767,73.06861936,78.13537135,83.4587694,88.38174314,93.53705292,98.94044969,104.7004458,110.2436065,116.4558987,122.534469,129.0355908,135.2718125,141.1919098,147.1775762,152.6342077,157.9584285,163.0592596,166.3417136
Fylde,37.31593808,38.44321742,40.84309012,43.23640714,45.70443637,48.05560433,50.27613066,51.79217861,53.2947518,54.9191656,56.44808275,58.07204606,59.75136486,61.13713865,62.69323909,64.28548949,65.96742657,67.60148156,69.43053244,71.24231358,73.21468851,75.05549018,76.82445468,78.61356361,80.19708554,81.74904916,83.1885208,84.13357301
High Peak,4.074870966,4.861485889,6.031011051,7.194219276,8.447273905,9.632034193,10.71881474,11.74715183,12.74295739,13.8171311,14.7899294,15.82827979,16.89328023,17.69640987,18.65182016,19.61368203,20.62797547,21.61825636,22.73129008,23.84185152,25.06713252,26.18843699,27.26988663,28.36781463,29.31308416,30.23652375,31.0766674,31.63003679
Hyndburn,7.030652393,8.162695899,10.0852272,11.98570372,13.6874715,15.23551603,16.7571111,18.32939318,19.93962577,21.70493033,23.44018925,25.32798636,27.30522606,29.0788813,30.9687829,32.94264898,35.0455534,37.07027769,39.35200837,41.59024364,44.00363493,46.29980169,48.48542429,50.69717004,52.69394064,54.64827926,56.50042271,57.69253082
Lancaster,30.52532283,33.14065122,42.1047268,51.07406581,59.91793512,68.40324843,76.65592656,80.31273414,84.06281596,88.13396281,92.17054094,96.44887949,100.9209597,105.0203331,109.3360889,113.8343211,118.6044168,123.2094819,128.3372829,133.3673033,138.7413552,143.8842377,148.7866163,153.7348928,158.2484097,162.6617764,166.8730623,169.6140077
Manchester,25.64980329,30.82134143,38.50762194,46.19636939,53.76046316,60.80554103,67.49475835,74.07115845,80.44755046,87.3914903,93.67735454,100.5633728,107.6631767,112.9980229,119.3565885,125.7977267,132.6295452,139.2771499,146.8299704,154.354745,162.7064586,170.3445574,177.6978025,185.1667878,191.5798451,197.8604122,203.5512171,207.25378
Northumberland,0.001556227,0.001762282,0.002075161,0.002394816,0.002639873,0.002854958,0.003081602,0.003328989,0.003573038,0.003844839,0.004096921,0.004387245,0.004691239,0.00493098,0.005207848,0.005494205,0.00580151,0.006097966,0.006440112,0.006778665,0.007155207,0.007503179,0.007836295,0.008174198,0.008467669,0.008756522,0.009019716,0.009187026
Oldham,12.7372212,15.2179482,19.55421348,23.88719808,27.87738737,31.5424983,35.11102531,38.43562234,41.79022068,45.45973949,48.99666075,52.84758294,56.86694288,60.33789217,64.1256484,68.05361125,72.23442498,76.27069894,80.82115536,85.30029611,90.15649181,94.7384232,99.10965992,103.536208,107.4911097,111.3587681,114.9941775,117.3403947
Pendle,5.253311124,6.071036134,7.316866561,8.568961832,9.808999081,10.95896859,12.04166671,13.09996355,14.13869677,15.26695088,16.31155766,17.4417449,18.61016433,19.53765672,20.60541755,21.69372174,22.84741695,23.96840158,25.2314594,26.48463518,27.8585857,29.1310867,30.35195424,31.59054014,32.67169963,33.72725965,34.70090438,35.33507892
Preston,15.1135576,16.95448436,20.73369337,24.5048621,28.37000446,32.03194295,35.48342955,37.98678169,40.48866121,43.19447267,45.77567877,48.51053933,51.34585822,53.75471818,56.4109996,59.14213722,62.02865685,64.82885373,67.95695394,71.04793304,74.39567629,77.54114194,80.55892556,83.60827743,86.33096929,88.99938263,91.49245631,93.12736221
Ribble Valley,16.99813266,18.20757846,20.14345249,22.0889081,23.81976463,25.3885886,26.92981077,28.51237731,30.10078301,31.84305964,33.50848404,35.33905106,37.25007239,38.8695837,40.6577591,42.50975643,44.48366196,46.38964577,48.5465992,50.67226778,52.98772229,55.16300878,57.23947439,59.34326021,61.21172403,63.03995984,64.74899734,65.84929236
Richmondshire,0,0.001254045,0.003228586,0.005245654,0.006956699,0.008481882,0.010001946,0.01158515,0.01317061,0.014914911,0.016579463,0.018426438,0.020358176,0.021986061,0.023791083,0.025661112,0.02765866,0.029587158,0.031772628,0.033926136,0.036273901,0.038478341,0.040579884,0.042710141,0.044598147,0.046441882,0.048166481,0.049272555
Rochdale,16.12550284,18.47994118,23.11712255,27.72930191,32.32513933,36.67796771,40.84487216,43.95353885,47.01527118,50.34428426,53.43608801,56.78278455,60.24430412,63.01126417,66.18002167,69.41739288,72.8485537,76.17895761,79.93974091,83.66934291,87.76284604,91.55661607,95.19951109,98.89293842,102.1233578,105.2875952,108.2004465,110.0975746
Rossendale,5.828842888,6.666230433,7.87988755,9.092630841,10.30679747,11.44447281,12.52033883,13.57069049,14.57809288,15.67467313,16.64878874,17.71956262,18.81993203,19.60716588,20.57581534,21.55025949,22.58232374,23.58914039,24.73816495,25.88806103,27.17692258,28.34253923,29.46991372,30.61496112,31.58535711,32.53942563,33.3889206,33.94388369
Salford,8.945051896,11.30642637,15.14461469,18.9555094,22.64881131,26.1178177,29.46668775,32.46973509,35.3759321,38.55240038,41.41016904,44.57250094,47.83465733,50.24583453,53.14799608,56.09029278,59.21415975,62.25138361,65.72635611,69.19215167,73.06521489,76.59167032,79.9936787,83.44800251,86.39986304,89.30520694,91.91127111,93.60325416
Sefton,0,7.75131E-05,0.000212547,0.000347183,0.000457665,0.000555738,0.000655496,0.000762427,0.00087346,0.000995958,0.00111865,0.001253554,0.001395666,0.001527092,0.001664597,0.001809287,0.001963955,0.002112449,0.002280061,0.002443917,0.002619908,0.002788566,0.002948553,0.003110419,0.003257664,0.003401654,0.003539182,0.003627112
South Lakeland,18.34593833,20.51223042,25.56917828,30.62905052,35.90350301,40.96267928,45.74313005,48.61132254,51.42639683,54.46165302,57.27809943,60.2621946,63.33667188,65.79582716,68.61370321,71.47626651,74.49621377,77.4377307,80.72532489,83.99077238,87.55520449,90.86069976,94.04014282,97.26051818,100.0847072,102.8439548,105.3926505,107.0706259
South Ribble,10.36612086,12.11130726,15.41183443,18.71821477,21.82373202,24.71852304,27.54036735,29.80796731,32.05731823,34.51751568,36.82735586,39.36032818,41.99338494,44.14427207,46.57432426,49.07351448,51.73245526,54.30620313,57.22153465,60.10446919,63.26287209,66.20533799,69.02205083,71.87786191,74.38848567,76.84614646,79.12189026,80.59251571
St. Helens,5.545687329,6.112286436,7.253644159,8.400393981,9.581391123,10.7021554,11.75695835,12.50024244,13.23179826,14.02237056,14.75949517,15.54406482,16.35440364,17.00857418,17.75374444,18.51339204,19.31559622,20.09623992,20.9703951,21.83808143,22.78592099,23.66629874,24.51360372,25.37058804,26.12469665,26.86373475,27.54534013,27.99361115
Staffordshire Moorlands,0,0.000104475,0.000270831,0.000440096,0.000561938,0.000666922,0.000781093,0.000909782,0.001039491,0.001184577,0.00132337,0.001483224,0.001651608,0.001793011,0.001949913,0.002113988,0.002290347,0.002459834,0.002654978,0.002847036,0.003058631,0.003256794,0.003445761,0.003637212,0.00380634,0.003972795,0.004126802,0.004224348
Stockport,24.51529283,28.56734654,34.94925723,41.30249935,47.36497736,52.9631393,58.33000118,63.69414005,69.02512654,74.84141278,80.31762044,86.27736984,92.46616586,97.56004031,103.2867257,109.1749516,115.4302752,121.4867886,128.3303015,135.0962834,142.4925322,149.3936294,156.001609,162.6993819,168.6028772,174.3822456,179.744547,183.2191626
Tameside,14.72025033,17.44174872,21.41093793,25.38857331,29.44786345,33.30358267,36.95785357,40.20801346,43.22890622,46.51907786,49.27865929,52.36569085,55.509039,57.40513543,60.02368768,62.59718145,65.31674667,67.99098239,71.09123551,74.23664215,77.87010571,81.04293826,84.14806313,87.3076222,89.86512769,92.39961318,94.53460471,95.94034706
Trafford,12.65545572,14.43147337,17.42166853,20.38348167,23.34460662,26.0856573,28.65022462,31.16464389,33.72749836,36.5043313,39.2293217,42.11181738,45.11462491,47.82060446,50.69864862,53.68497992,56.85015811,59.90819469,63.31216243,66.6543158,70.22761185,73.63613171,76.88186653,80.16588097,83.1424626,86.04186815,88.81105532,90.61220028
Warrington,1.909996677,2.327697407,2.964890732,3.606205793,4.185312723,4.714192012,5.232481214,5.760908196,6.280774235,6.851245518,7.379492035,7.965803904,8.575089359,9.056683489,9.612146584,10.18203618,10.78902971,11.3769504,12.0471089,12.71149492,13.44563517,14.12428767,14.77558835,15.43592404,16.01102314,16.57584076,17.0924114,17.42575827
West Lancashire,12.1041622,14.7315546,19.19522244,23.68845882,27.81513653,31.56098327,35.17206514,38.74650558,42.40308814,46.39502611,50.33262913,54.5723791,59.01226647,63.02614664,67.28714951,71.73227343,76.45959976,81.01891042,86.12620381,91.13766359,96.51962187,101.6522765,106.5421565,111.4823348,115.9630691,120.3460078,124.5105137,127.205506
Wigan,25.63977859,29.140187,36.59134511,44.00971057,51.64198113,58.96246671,65.9313938,70.46529657,74.85516462,79.61148184,83.91005765,88.55319931,93.32540694,96.89962516,101.168131,105.4770486,110.0301143,114.4693731,119.4912301,124.5023412,130.059529,135.134642,140.0337542,145.0049273,149.2758004,153.464991,157.2510154,159.7348719
Wyre,23.65818897,25.45648424,29.26173751,33.07616866,36.92033488,40.55350864,43.99981149,46.41801167,48.83623613,51.45512491,53.95695888,56.61796837,59.3798819,61.73158817,64.32201337,66.98776487,69.80861585,72.54389099,75.60082139,78.61970827,81.88742586,84.96054561,87.90531345,90.88204346,93.54035016,96.14206611,98.57786433,100.171343
