Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Manchester,423.4336137,702.8418809,833.4083042,986.5581209,1224.963071,1467.80384,1658.12109,1844.734976,2024.623493,2204.686311,2379.928282,2800.061802,3867.918555,4909.743991,5984.201284,7008.784085,7993.815892,8878.438601,9674.728576,10436.84829,11224.92257,11905.44291,12593.99183,13345.68237,14098.59384,14851.29812,15374.36442,15235.306
Northumberland,0.008664959,0.01448032,0.017287485,0.020596606,0.02572812,0.031014867,0.035245103,0.039435145,0.043518889,0.047582346,0.05158483,0.060959448,0.084580563,0.107859875,0.13213617,0.155620299,0.178496732,0.199386783,0.218548184,0.237197016,0.256699034,0.273899387,0.291546569,0.31090022,0.330543982,0.350452674,0.365184849,0.364298445
Oldham,140.7794575,233.577843,276.6689695,327.1554971,405.7333219,485.6507141,548.0216696,608.9538793,667.4583893,724.820407,780.5382657,916.2824593,1262.935969,1599.863349,1946.861222,2277.559333,2594.69242,2878.394012,3132.796291,3375.649644,3626.286899,3841.121854,4058.021596,4294.517617,4530.594369,4765.753609,4926.438177,4874.561481
Pendle,61.52718003,102.4829521,121.7702319,144.5654499,180.0599489,216.4816895,245.4154249,274.0538444,301.9293371,329.6324211,356.9535337,421.4358042,584.2912159,744.7044115,911.9791359,1073.877357,1231.75809,1376.074227,1508.627097,1637.875593,1773.202822,1892.795984,2015.739229,2150.735467,2288.016297,2427.426188,2531.265953,2527.033836
Preston,125.0751187,208.5477162,248.4049029,295.3669692,368.368153,443.3407835,502.9848442,561.9128271,619.2415331,675.9477703,731.5338956,862.8666775,1194.980141,1520.872256,1858.976808,2183.979374,2498.911604,2784.840672,3045.606759,3298.176318,3561.692144,3791.278909,4026.351679,4283.82938,4544.076995,4806.718657,4997.26386,4973.636899
Ribble Valley,65.90265108,110.5350321,132.3708918,158.1826885,198.2403159,239.7061607,273.2484813,306.7561715,339.620314,372.5122631,405.1841932,480.3265167,668.5008597,854.989568,1050.473189,1240.826699,1427.2861,1598.639824,1756.890413,1911.791915,2074.326589,2219.51584,2368.911067,2533.017361,2700.380887,2870.818721,2999.65594,3000.541988
Richmondshire,0.127372876,0.21333494,0.255253603,0.304749819,0.381546443,0.46097231,0.525044044,0.588757284,0.651118564,0.713286259,0.774833274,0.917505986,1.275470579,1.629471091,1.999931576,2.359867755,2.711886752,3.034701207,3.332184365,3.622869446,3.927518849,4.198361802,4.476828543,4.782526709,5.093772368,5.410202946,5.64768894,5.644026714
Rochdale,134.9834355,226.0742319,270.2706657,322.5902848,403.8631062,487.9887609,555.9041614,623.5595896,689.9359976,756.3188041,822.2234224,974.4727683,1356.030168,1734.375452,2131.117194,2517.700551,2896.880535,3245.965811,3568.747577,3884.895889,4216.7481,4513.74351,4819.519922,5155.506112,5498.416818,5847.886838,6112.88132,6117.247698
Rossendale,57.66700888,96.23415317,114.587265,136.2667986,169.9888358,204.6855731,232.3584547,259.7772597,286.4773078,313.0143916,339.1912457,400.6901098,555.766434,708.5826451,867.928706,1022.168389,1172.437844,1309.663745,1435.546816,1558.037472,1686.121566,1799.424399,1915.614348,2043.096269,2172.569098,2303.870564,2401.223695,2395.930695
Salford,180.0754366,300.7582101,358.6579496,426.7907508,532.5299825,641.1807392,727.7422938,813.2982482,896.4933734,978.8865556,1059.75482,1250.567597,1732.49002,2205.487961,2696.31794,3168.170342,3624.985413,4038.518536,4413.823312,4775.171206,5150.077064,5479.640957,5813.991586,6179.593732,6547.974885,6918.498207,7183.981144,7140.759848
Sefton,0.002606406,0.00435147,0.005187718,0.006176218,0.007714688,0.009299234,0.010567765,0.011826778,0.013056533,0.014275268,0.015473579,0.018282631,0.025369616,0.032354934,0.039631346,0.046661762,0.053519119,0.059797612,0.065575914,0.071215209,0.077130072,0.082325171,0.08768128,0.093560463,0.099537584,0.105605614,0.110124177,0.109938885
South Lakeland,173.6090169,290.8155078,348.0188237,415.565919,520.359481,628.7592814,716.2396672,803.2435729,888.4140569,973.330796,1057.395214,1252.173887,1740.817274,2224.100855,2729.867564,3221.265738,3701.901238,4142.72639,4549.012129,4946.053531,5362.189518,5732.124458,6112.51265,6530.095273,6955.265954,7387.528873,7712.003215,7707.183505
South Ribble,73.10526308,122.5399991,146.7522858,175.3223545,219.5811313,265.3564087,302.3259194,339.1378222,375.2666272,411.3741691,447.166053,529.8662283,737.1224118,942.6015198,1157.968118,1367.497273,1572.735467,1761.4388,1935.744708,2106.253626,2285.093922,2444.462195,2608.458365,2788.507902,2971.984654,3158.676218,3299.432362,3299.340906
St. Helens,29.35542898,49.15093689,58.77290357,70.14424499,87.78627077,106.0291682,120.72929,135.3722308,149.7204535,164.0720258,178.3074489,211.2515647,293.8671973,375.7183883,461.4707241,544.9564071,626.8008901,702.1096833,771.7054109,839.8597429,911.4108648,975.2124643,1040.937323,1113.134474,1186.77133,1261.767522,1318.4864,1318.96634
Staffordshire Moorlands,0.008703127,0.014631889,0.017579309,0.021064215,0.026455104,0.032062546,0.03663334,0.041198739,0.045690354,0.050198127,0.054689053,0.064939211,0.090515049,0.115950552,0.142671627,0.168780029,0.194444152,0.218130235,0.240095395,0.261659855,0.28433489,0.304641006,0.325584714,0.348594753,0.372098957,0.396072062,0.414343028,0.414948691
Stockport,190.1548098,315.953148,374.7691674,443.831128,551.3687856,661.1387832,747.5234627,832.2269299,913.8505192,994.2634702,1072.800108,1262.033902,1743.104353,2213.111629,2699.416175,3165.708833,3615.763082,4021.912385,4389.813877,4744.253182,5112.576322,5431.600169,5756.557516,6111.947124,6469.575667,6828.84363,7084.089322,7034.987602
Tameside,141.2811416,234.0414455,276.5606555,326.5250155,404.5471553,483.8312428,545.6093647,605.9394658,663.8803555,720.7455688,776.0882283,911.0910368,1255.95058,1591.431023,1937.289603,2267.363554,2584.539044,2869.074933,3125.137628,3370.481014,3624.48469,3843.359207,4065.270866,4307.787606,4550.950053,4794.325568,4963.865371,4919.891357
Trafford,176.8426956,294.3636455,349.8663087,415.0471668,516.2667233,619.8039149,701.4708622,781.6077292,859.0060273,935.5117534,1010.239042,1189.416664,1643.908241,2088.442939,2549.269189,2991.858894,3419.59976,3806.131498,4156.858128,4495.3264,4847.255378,5152.354357,5463.402413,5803.506838,6145.905679,6490.011565,6735.346523,6691.240156
Warrington,19.01342349,31.78128167,37.9401681,45.20863551,56.49243716,68.1323052,77.46961815,86.73767497,95.79744725,104.8330424,113.7825017,134.6322568,187.0510823,238.9027667,293.1407486,345.8432526,397.4063737,444.7391209,488.3948309,531.0764624,575.8374211,615.5922449,656.5151714,701.4502792,747.2193052,793.7702046,828.7586574,828.3723821
West Lancashire,77.89179635,129.1883667,152.9935077,180.9207543,224.4460466,268.686942,303.2254199,336.9775896,369.3921558,401.0204785,431.6048198,506.3248948,697.5299697,883.1427887,1073.896179,1255.168148,1428.997038,1584.701798,1724.692147,1858.70422,1997.54307,2115.664641,2235.72985,2366.873899,2498.111486,2629.207903,2719.597336,2692.945921
Wigan,188.0274083,313.9753198,374.3050695,445.525182,556.1954895,670.1608695,761.30549,851.6739753,939.9018947,1027.804659,1114.6897,1317.982992,1829.85078,2335.112164,2862.766931,3374.468415,3874.061936,4331.452689,4752.045709,5162.187622,5591.603684,5972.39681,6363.494917,6792.751266,7229.312122,7672.655305,8003.550163,7992.550306
Wyre,96.87086668,161.9317694,193.1993075,230.2034271,287.8364694,347.4109029,395.303117,442.9620376,489.6287136,536.1550331,582.2777566,689.3832198,958.3167392,1224.389484,1502.72799,1773.030809,2037.221376,2279.568132,2502.724321,2720.641676,2948.915177,3152.768656,3362.133402,3592.130955,3826.497675,4064.980456,4244.372518,4242.711741
