Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
South Ribble,4216.762312,5227.873152,6823.525234,8988.741638,11864.56559,15971.85833,20582.33353,25408.27753,30049.42506,34538.06503,38789.96182,43023.13367,47458.92813,51994.64096,56240.13874,60194.31087,63758.05256,66984.15341,69804.39505,72237.1337,74323.37694,76078.55806,77553.99349,78714.21978,79648.44046,80354.28672,80831.50509,81192.06329
St. Helens,2067.283515,2568.627963,3359.130544,4434.519489,5864.234193,7904.011481,10191.06721,12579.96573,14872.99402,17088.70814,19185.86279,21272.61524,23454.16736,25683.61554,27769.32812,29711.09496,31460.10823,33042.50867,34424.48766,35568.80126,36547.9071,37384.58339,38084.64884,38653.6417,39128.20877,39504.86394,39780.60139,39969.2352
Staffordshire Moorlands,0.369190424,0.459050534,0.596506236,0.780357977,1.021819594,1.364901275,1.74854509,2.15132819,2.539688678,2.916476872,3.274420685,3.631718585,4.011112818,4.400223674,4.765231735,5.105863941,5.413671807,5.693118312,5.938380964,6.150889361,6.334842043,6.476879244,6.594818789,6.682557439,6.757365913,6.821016263,6.872397265,6.9101512
Stockport,11523.61487,14223.13105,18322.81381,23661.15363,30486.47597,40157.63334,50911.80032,62123.40413,72871.33199,83255.73029,93084.04297,102880.361,113056.2025,123474.1322,133168.0245,142048.1945,149988.2421,157115.4474,163319.8064,168572.9726,173006.2628,176771.4072,179794.9151,182070.5105,183881.9418,185229.1731,186196.6472,186943.215
Tameside,6754.818085,8417.118496,11000.21105,14479.72336,19064.5236,25590.5848,32889.3174,40500.19545,47795.54093,54841.61189,61507.88072,68141.51529,75075.93967,82164.39247,88784.62809,94920.87614,100446.6583,105445.1487,109809.3089,113541.6711,116704.7339,119417.5355,121589.4302,123236.2043,124577.4019,125659.7596,126489.0591,127071.5643
Trafford,8563.83583,10529.15144,13558.82731,17513.66459,22573.19062,29750.43807,37729.05561,46008.36455,53913.3827,61526.09177,68709.67426,75855.08106,83158.83037,90617.7495,97573.96561,104031.7182,109824.1957,115042.5888,119564.5738,123265.153,126396.8039,128958.0297,130921.5941,132388.6008,133485.0672,134303.5312,134901.3993,135364.1154
Warrington,958.1659982,1183.532733,1524.400476,1965.771118,2526.956192,3321.836793,4204.972068,5124.495015,6005.094521,6855.242761,7659.296397,8460.482174,9290.657628,10140.34652,10934.42278,11673.00836,12337.27377,12937.38339,13460.33479,13888.49355,14215.71079,14496.84681,14734.1017,14902.19691,15037.31272,15131.11458,15196.49291,15252.28695
West Lancashire,3941.411723,4893.853832,6377.651514,8367.137168,10978.66271,14704.15847,18878.79466,23243.65481,27437.33604,31490.8879,35328.68958,39149.62317,43147.07209,47234.52074,51059.14888,54620.36231,57828.32528,60731.33535,63267.14318,65452.55113,67332.45359,68887.95598,70133.68565,71121.8277,71857.69183,72405.62398,72798.42441,73098.21513
Wigan,10769.25306,13386.95964,17523.15777,23157.28774,30660.34967,41377.26018,53408.16067,65988.1826,78074.93817,89758.13369,100819.5677,111827.0132,123356.4566,135140.2794,146167.506,156436.2143,165689.6445,174064.2624,181382.4253,187657.2462,193006.1982,197462.971,201182.6221,204169.0596,206630.5546,208555.2896,209982.3973,211033.78
Wyre,4151.084173,5176.905689,6757.386465,8878.600664,11667.50834,15637.29088,20080.24353,24729.84527,29200.41613,33527.40153,37629.0602,41716.26782,46026.1968,50438.42359,54571.55449,58424.04666,61899.48187,65049.23743,67806.66747,70189.25905,72242.40135,73981.57923,75353.32447,76345.80224,77145.81908,77780.49363,78246.08964,78601.42178
