Local Authority List,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Copeland,4.479815576,4.928642593,5.220091841,5.514727325,6.235393228,7.028832197,7.672593732,8.35353077,8.991376903,9.719156861,10.30757407,11.0250759,11.76422817,12.19757505,12.83015486,13.47477933,14.17013706,14.82572113,15.65504539,16.49057489,17.4870478,18.41971724,19.36237315,20.44047937,21.40994807,22.35062999,23.34119897,24.11110204
Craven,0.401286179,0.607532879,0.748519332,0.89096577,1.248549886,1.636917064,1.94378799,2.266871229,2.575301951,2.922806025,3.213699464,3.558873657,3.913475964,4.143164192,4.454501641,4.772711627,5.112514081,5.43454628,5.831994639,6.231570657,6.700078343,7.142276742,7.588882898,8.092237826,8.551166148,8.998880081,9.466984654,9.82939351
Derbyshire Dales,0.00648428,0.006587789,0.00664975,0.00671395,0.006818423,0.006942455,0.007066388,0.007201112,0.007319006,0.00746164,0.007564524,0.007705973,0.007848829,0.007919105,0.008031099,0.008163298,0.008321864,0.008445258,0.008658269,0.008861046,0.009128133,0.009388419,0.00964433,0.009961987,0.01025352,0.010529693,0.010841937,0.011080167
Eden,20.38365199,21.31015625,21.96454416,22.63999199,24.03280178,25.56605412,26.87891975,28.2795322,29.60654485,31.13064761,32.39379562,33.94044432,35.49727097,36.57960524,37.93643148,39.45323213,41.1709663,42.61557988,44.7434174,46.7840817,49.28983029,51.76184631,54.18007053,57.07479527,59.77138099,62.3300453,65.19341271,67.35639567
Fylde,37.31593808,37.73930184,38.0105187,38.28701161,38.94452428,39.67378824,40.27768231,40.92021394,41.52053747,42.21123551,42.76595948,43.45057564,44.15284229,44.56521727,45.16086933,45.78200512,46.45998337,47.0788625,47.90589493,48.72917756,49.72905928,50.67184983,51.61980172,52.72100196,53.71526529,54.67662637,55.70330513,56.49770806
High Peak,4.074870966,4.387210142,4.573144699,4.762038318,5.218345072,5.732393119,6.164917573,6.626677291,7.048683803,7.540380004,7.918112995,8.398660215,8.895642898,9.141878726,9.550045929,9.963380098,10.41416591,10.83566073,11.39178968,11.95390489,12.64230214,13.27659668,13.91917054,14.66987047,15.32911381,15.96445756,16.63939828,17.16751987
Hyndburn,7.030652393,7.37938462,7.607371139,7.844628666,8.351246308,8.918908922,9.412763138,9.944344176,10.4423699,11.02311561,11.49108302,12.07801269,12.67103347,13.04773533,13.54935434,14.10798882,14.7382785,15.26648689,16.06545021,16.83511609,17.79769946,18.73179522,19.6531482,20.76046942,21.77752669,22.74769035,23.82466258,24.64468778
Lancaster,30.52532283,31.40024312,32.0387818,32.69424176,34.18011242,35.78908551,37.09780528,38.48372272,39.82355723,41.33760738,42.63466323,44.17204557,45.72553886,46.86446629,48.25041143,49.75847242,51.42144293,52.87795164,54.87749695,56.81693836,59.13874461,61.41553208,63.66001922,66.27887053,68.72666674,71.07388844,73.6449094,75.59324323
Manchester,25.64980329,27.60462516,28.68306512,29.78095952,32.26564168,35.14295719,37.69117636,40.43279137,42.86319939,45.75463991,47.85188085,50.64909553,53.55033213,54.73257004,57.01019212,59.3423238,61.93960539,64.31014959,67.64336189,71.00666503,75.26468751,79.15943818,83.11705025,87.82689292,91.92822117,95.87799329,100.0978451,103.4173296
Northumberland,0.001556227,0.001623661,0.001655597,0.001688274,0.001743582,0.00181428,0.001888683,0.001970303,0.002036664,0.002120299,0.002171452,0.002250367,0.002332496,0.002347833,0.002404306,0.002466346,0.002541022,0.002602423,0.002709027,0.002814909,0.002960547,0.003093604,0.003229049,0.003397221,0.003543573,0.003684391,0.003837636,0.00395876
Oldham,12.7372212,13.5607242,14.07780968,14.61028398,15.75545832,17.04763282,18.17499364,19.385007,20.49861516,21.80102065,22.8196716,24.11627877,25.43746583,26.18855905,27.28622285,28.47644489,29.81585248,30.97168054,32.66425542,34.31791302,36.38375066,38.35910837,40.32206305,42.67049465,44.79998705,46.83447165,49.07082769,50.78723422
Pendle,5.253311124,5.558682207,5.741482525,5.927517927,6.349490487,6.827578651,7.239372952,7.679755089,8.079260027,8.546921153,8.902575877,9.360140212,9.831848187,10.06450347,10.44966838,10.84797502,11.28986405,11.6919637,12.24413694,12.79660293,13.480879,14.11854716,14.76027488,15.5191684,16.19140233,16.83594592,17.53069655,18.07116693
Preston,15.1135576,15.79062801,16.23920176,16.69705256,17.77954549,18.97175645,19.9513892,20.99192641,21.97351461,23.09653633,24.01535008,25.13504585,26.27972543,26.99609918,27.9808715,29.01765877,30.14986873,31.17529338,32.548243,33.90714535,35.54898699,37.11168839,38.67672519,40.49199369,42.14699229,43.74641923,45.46111515,46.78140886
Ribble Valley,16.99813266,17.40141836,17.64298117,17.89118787,18.40813979,19.00060942,19.53140419,20.10274004,20.61816128,21.22751559,21.68730636,22.28832149,22.90306386,23.21479632,23.71220817,24.2506624,24.86204155,25.38809665,26.17308153,26.94294862,27.91832487,28.84331374,29.76609927,30.87678085,31.87577002,32.83054684,33.87850578,34.68694596
Richmondshire,0,0.000418829,0.000665321,0.000917019,0.001409412,0.001980284,0.002505962,0.00307149,0.003571296,0.004166267,0.004600162,0.005181094,0.005777043,0.00604829,0.006521169,0.007032803,0.007622773,0.008128958,0.008892749,0.009643498,0.010602431,0.011510327,0.012415553,0.013513253,0.01449649,0.015432106,0.016464298,0.01726183
Rochdale,16.12550284,16.98834373,17.49888098,18.02126403,19.22518812,20.59212844,21.77033149,23.03420603,24.18517002,25.53575853,26.5673715,27.89416236,29.25979429,29.94524062,31.05833615,32.21941834,33.50415967,34.6614956,36.28001351,37.8937703,39.90522013,41.7795682,43.66864268,45.90316769,47.88708985,49.79709625,51.85064931,53.44866122
Rossendale,5.828842888,6.154667024,6.326907926,6.501769532,6.903369032,7.372699313,7.791091592,8.241848609,8.637112805,9.110035787,9.445451311,9.899386199,10.37252873,10.54404496,10.90844365,11.27701224,11.6857631,12.06383904,12.59330859,13.13251105,13.82100527,14.44197208,15.07903669,15.83427609,16.48570657,17.11777689,17.78335979,18.31195118
Salford,8.945051896,9.823447807,10.27947696,10.74561693,11.79532672,13.03306259,14.15572317,15.37091196,16.4333082,17.7134427,18.61464156,19.84759686,21.12926423,21.58953517,22.56735193,23.57421899,24.69987185,25.71551209,27.19807607,28.69540865,30.63049397,32.38444711,34.17850909,36.32372132,38.18153103,39.98201457,41.89304035,43.40581345
