Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Broadway,75.40883844,121.6870045,180.6505711,251.2690247,350.9611482,449.869352,533.4595423,596.3706315,634.270037,660.4584621,682.9814803,822.3566356,1345.29566,1871.085709,2395.244258,2906.495792,3388.979826,3860.410409,4323.134791,4762.855903,5193.251553,5641.383073,6108.973247,6602.887837,7110.884272,7624.842234,8124.044469,8139.189152
Buckshaw,44.64064549,76.9010774,137.1328298,204.7445688,288.9945346,370.3462754,442.9448954,506.0305549,562.828066,616.1151663,665.594779,748.3941827,934.4267054,1124.324744,1309.594759,1483.887782,1637.153999,1760.746493,1878.840837,1981.02199,2073.79548,2170.974759,2268.570951,2365.545801,2459.373033,2549.028333,2632.35147,2604.407508
Burnley,23.89909938,46.8393475,84.29710815,133.3358941,214.5732137,296.3540649,359.9636439,411.3023227,454.6236317,494.4759565,534.4345629,682.8353365,1173.212669,1669.217596,2167.311024,2659.861437,3136.673893,3595.868944,4049.08919,4477.56573,4894.116272,5332.962507,5784.620531,6245.36024,6709.268855,7174.543443,7636.580396,7653.56385
Burnley Centre,39.56143993,76.36123436,142.0876401,221.3271001,328.6077458,439.4301685,535.0697796,616.7763059,688.6333654,756.3949913,825.1820001,958.7675744,1308.385724,1670.784902,2034.259013,2390.627495,2722.67611,3025.176618,3322.628205,3597.787028,3861.412496,4143.52047,4440.283202,4747.597498,5057.949595,5369.276352,5677.064896,5707.232346
Burnley North,18.02190706,45.15843787,92.88712822,149.5130545,225.48063,303.7734582,371.1004543,432.0799028,488.5760878,542.699901,597.8764974,704.6986983,979.9540032,1265.635739,1553.428934,1836.501697,2101.991212,2343.376738,2582.47599,2807.012884,3023.121716,3253.425587,3491.145716,3733.613931,3977.426787,4221.677586,4464.319945,4488.345718
Burrow Beck,54.51831807,92.10238189,145.4423667,212.5341861,325.548544,439.9188415,532.5573955,604.6598313,657.5307537,701.3170613,741.1855689,882.5120937,1355.914315,1834.624967,2314.726563,2783.481058,3230.789255,3661.746347,4084.180556,4470.338389,4841.038955,5237.322004,5653.907386,6091.757561,6540.293112,6993.878106,7441.397319,7463.257869
Burscough Bridge,26.6725974,57.84912335,109.1138089,167.4018984,261.7616778,354.3338497,422.3238514,478.2401557,524.1771941,563.9643368,600.2987268,705.0951102,1036.305108,1374.632166,1712.973894,2043.588553,2360.729878,2663.015975,2962.571731,3231.937535,3489.132653,3769.622381,4061.658333,4363.085501,4669.407744,4977.145026,5284.474384,5297.818352
Bury Town Centre,56.91837411,95.23306789,155.6938322,234.7858579,357.6935315,485.4652094,596.9454614,683.5592709,750.826147,811.6509066,872.5293945,1028.286118,1490.781864,1962.99217,2440.199141,2909.465444,3353.883203,3771.83357,4180.696225,4553.912988,4911.446566,5291.141976,5695.547614,6122.87958,6559.3943,6999.652088,7432.126999,7474.310523
Campbell St,47.37735631,74.12708874,114.8093336,172.6896287,276.5216316,382.5505157,468.6433064,527.9751457,568.5461019,605.1491713,639.4413689,780.5174195,1261.176254,1744.079883,2233.505958,2714.984231,3181.165443,3631.535114,4071.206409,4472.254133,4857.608516,5265.231931,5698.628525,6152.763671,6614.022565,7078.943888,7538.571852,7561.412728
Cannon St,55.39446418,59.1482134,71.30757834,84.76401334,99.44831392,114.4057836,128.4654025,140.1276323,150.4698924,160.5652563,170.051499,181.1953678,199.2920444,219.6933629,238.6848098,256.067121,270.2275042,280.3704604,289.6068208,297.4191002,304.3569851,312.2764784,322.4056003,334.2127572,347.3679507,361.001128,374.2548771,379.4308058
Capontree,29.70280605,57.15015866,99.70249682,149.2377581,240.2508533,334.2073086,407.9136468,465.5730739,506.2609859,538.0450533,565.9780285,652.0362187,931.7070026,1216.813585,1501.452473,1776.032838,2039.155504,2289.864091,2536.83079,2748.361656,2943.940487,3160.894531,3391.712122,3638.345638,3893.636046,4151.468228,4409.246384,4413.438377
Carleton,7.084426861,11.06561481,15.02869753,20.24112088,36.86530899,55.5570233,71.28536873,82.46743094,87.52058773,89.32392821,90.2140791,102.2457512,153.6633066,205.1659468,256.2852391,304.5972555,351.4430553,399.0265768,445.4938709,482.7586289,514.7101123,549.4500473,587.9014818,632.2391716,679.8137259,728.223374,776.5993597,775.2955421
Carlisle North,6.989458358,16.27825047,30.99623253,47.26837459,71.74890905,96.59337293,117.0041928,133.939962,147.3269388,158.7999535,169.2377109,189.7431423,244.5892827,301.4966746,358.5345854,412.9327013,463.4459004,508.6260785,553.3296952,590.8274302,625.0038,663.9569408,705.6513037,750.3975135,796.8230064,843.7734711,890.6199798,892.380824
Carr St,71.41169732,113.8097305,173.5883648,250.4133967,373.5039143,497.3029462,599.0576072,672.178291,720.4800335,759.1650165,794.9465611,971.2518651,1597.192358,2224.237854,2853.607898,3470.874892,4062.100693,4634.028895,5192.720041,5711.241867,6213.024301,6736.970813,7285.571309,7858.408381,8441.013517,9027.7285,9603.184987,9611.674373
