Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Baguley,713.3641944,1043.069916,1537.404994,2152.737508,2856.998496,3620.403165,4428.986507,5391.091386,6310.094279,7199.964011,8052.115068,8859.191551,9585.072837,10269.05037,10894.69988,11464.61325,11967.25643,12402.4912,12742.86745,13019.45474,13242.6216,13412.63681,13534.04966,13599.95872,13626.90001,13663.07346,13698.48092,13739.05729
Bamber Bridge,611.155079,887.7985271,1312.861273,1856.552639,2502.177926,3220.696549,3993.116238,4918.169937,5813.45616,6685.444869,7524.540776,8322.995504,9064.303537,9766.991858,10412.29308,11002.10905,11525.35267,11987.20922,12360.82152,12669.22639,12922.79562,13131.89324,13296.82162,13383.01016,13469.26328,13543.87411,13614.0537,13684.00756
Barbara St,694.4515843,1011.156382,1474.657994,2026.91007,2626.770163,3263.274497,3938.328239,4753.470058,5535.447389,6293.593047,7020.568189,7709.78754,8329.199022,8913.731975,9448.897149,9936.560729,10357.47073,10724.55519,11016.36149,11247.33101,11348.81686,11422.53247,11483.85933,11526.70271,11552.5052,11576.12696,11610.17464,11649.86007
Barrow,670.4451251,975.1375475,1441.521638,2042.548881,2761.048017,3553.563295,4396.666813,5398.669613,6360.862032,7296.092376,8194.49183,9047.967517,9830.224639,10570.28212,11248.85402,11868.27418,12416.60048,12899.46043,13287.95731,13607.09212,13854.3257,14042.72862,14198.69527,14315.297,14425.45009,14528.81647,14615.01845,14682.55566
Barton Dock Rd,142.9501599,209.0528304,309.2728055,434.8233908,579.8432735,739.6042015,910.8311014,1115.743841,1313.236613,1505.032548,1689.14685,1863.939345,2024.362053,2175.991886,2315.010522,2441.899499,2554.191608,2653.038258,2732.482625,2797.640004,2850.823133,2877.676714,2897.172957,2911.334644,2926.297835,2942.019653,2958.02221,2973.333402
Bedford,735.876581,1065.482042,1582.279348,2259.227932,3081.655015,4001.782306,4985.889494,6148.965341,7264.659538,8346.223454,9382.67404,10365.23466,11254.1347,12091.75953,12858.13961,13556.28964,14172.66381,14713.66539,15146.34436,15499.47603,15785.71802,16018.64208,16208.99947,16343.21796,16466.52821,16582.13991,16681.44934,16771.3173
Belgrave,527.2689115,772.275992,1134.400644,1575.963907,2068.859854,2597.301679,3156.472,3825.697907,4465.598563,5085.513163,5679.468667,6242.222654,6749.412245,7227.775255,7665.595181,8064.62425,8401.391614,8689.437922,8917.776103,9103.185151,9252.825023,9374.054085,9438.956281,9457.975675,9471.650082,9495.543856,9526.725071,9561.130441
Benchill,264.0350991,386.2824972,556.5367456,746.1452447,933.3349447,1119.742272,1314.012895,1553.760942,1783.005565,2005.413176,2218.9364,2421.467958,2602.399074,2773.632708,2920.450369,3023.203374,3113.782021,3193.244497,3254.598656,3303.737035,3343.067317,3367.359423,3376.705201,3381.586328,3383.53288,3389.859052,3398.292674,3408.226801
Bentham,181.9794479,263.5333463,388.4874927,549.6751018,743.780733,960.0746011,1192.861515,1473.426865,1746.669505,2014.144655,2272.644889,2519.595258,2754.010433,2977.436735,3183.264786,3371.922989,3539.979566,3689.061551,3810.891319,3912.439682,3996.939979,4067.473541,4126.667914,4171.574874,4212.845561,4239.837389,4262.285011,4285.308703
Bispham,752.9098471,1096.905853,1631.628118,2332.525672,3183.457525,4131.016315,5140.40983,6332.743888,7474.992118,8583.066327,9645.598904,10653.43522,11570.74889,12436.30199,13228.83859,13951.39272,14589.78539,15150.91896,15600.67046,15968.64898,16267.9732,16512.51432,16706.18288,16837.01979,16961.14445,17075.67757,17181.17424,17274.55224
Blackbull,745.9880291,1072.102753,1572.871934,2207.826676,2953.114377,3772.080038,4645.031972,5682.629494,6676.664778,7639.528885,8561.753569,9435.461125,10214.05091,10946.7256,11616.37265,12225.72196,12762.56913,13232.65939,13606.36016,13909.00536,14141.62734,14329.36762,14481.47534,14582.84567,14656.72286,14730.19323,14795.87059,14852.70127
Blackburn,463.8473532,681.9420093,993.3624465,1354.369272,1733.339482,2130.659237,2554.21329,3076.005634,3582.840732,4077.839376,4555.560046,5011.103481,5439.476308,5847.60166,6223.488114,6568.002982,6874.336629,7145.616588,7365.798312,7486.185831,7545.499377,7591.822591,7624.585691,7639.611805,7662.355244,7692.199628,7727.222077,7764.241856
Blackburn Rd Clayton,496.5715445,725.7962109,1071.207358,1501.317236,1995.539777,2539.038515,3122.716746,3825.296544,4505.270507,5167.297443,5804.215227,6410.098414,6972.902258,7506.419354,7996.434807,8444.402121,8841.730352,9192.450305,9475.901429,9709.751235,9901.919287,10060.18102,10162.40619,10186.97229,10214.12944,10250.60555,10294.08191,10340.42834
Blackfriars,233.9302535,341.939968,493.6172615,665.1718127,838.6213212,1013.499191,1195.99858,1419.825801,1633.750435,1841.299776,2040.536438,2229.521536,2398.594536,2558.564871,2705.165645,2838.927855,2946.643549,3034.243066,3102.914332,3158.351721,3172.269474,3171.107956,3169.710337,3167.17727,3169.303112,3172.911943,3179.210862,3187.852303
Blackley,550.18884,798.0468724,1172.551945,1641.531974,2182.94145,2771.275512,3394.727836,4135.51636,4842.817634,5527.409178,6182.726605,6803.171964,7356.323753,7876.893139,8352.655275,8785.633568,9155.500168,9471.568242,9721.518325,9923.741568,10086.10804,10217.02333,10303.51931,10353.74302,10404.56895,10454.58862,10504.1904,10545.5863
Blackpool,109.9365943,161.2811178,234.3826919,319.4872437,409.0965858,501.7959217,599.2227226,718.0627049,832.1651321,943.1699214,1049.953368,1151.464959,1244.405689,1332.587696,1413.566882,1487.596191,1553.13952,1606.247768,1645.794765,1678.067111,1702.378363,1707.250456,1710.826928,1711.424008,1714.301033,1718.846132,1724.581649,1731.124242
Bollington,573.2460824,815.7385711,1178.463282,1625.479842,2136.264458,2683.737244,3263.341925,3960.102961,4629.076922,5279.324499,5904.155446,6497.745114,7027.34883,7527.762762,7985.976164,8403.552785,8772.156156,9095.624984,9353.681692,9563.743997,9733.433384,9864.028333,9961.588809,10020.51606,10064.22858,10091.93216,10127.9904,10168.20108
Bolton By Bowland,95.3563125,135.8550035,197.5455682,275.5288877,367.7820369,469.7503761,579.7836344,713.5275249,844.2589309,972.3934398,1096.373799,1214.931234,1326.606985,1433.088822,1531.191315,1621.091693,1701.144396,1772.12978,1830.073936,1878.287782,1918.319682,1951.660164,1979.574535,2000.63497,2018.140566,2028.313127,2039.537015,2050.961644
Bolton Le Sands,708.6802624,1024.04166,1506.087144,2125.175311,2864.502034,3678.392988,4544.95096,5578.396843,6573.029386,7541.119288,8472.212313,9357.710991,10170.62988,10940.65923,11647.16679,12292.39515,12864.02257,13367.8154,13773.88234,14107.9589,14381.50654,14606.33651,14792.04498,14931.24227,15054.09334,15147.07785,15213.81927,15277.40423
Botany Bay,399.881173,577.8516261,853.5991151,1209.04923,1634.673611,2108.936858,2617.857515,3224.650197,3810.060464,4379.245032,4926.123777,5445.79667,5922.213014,6372.728176,6785.812819,7162.831195,7496.602635,7790.496521,8027.071065,8221.376691,8380.132387,8510.281557,8617.437276,8696.934406,8753.659099,8808.961224,8854.889048,8895.840686
Bow Lane,945.1404841,1368.572356,2024.324555,2869.899198,3880.904055,5004.688967,6206.875056,7634.804514,9007.262985,10339.19369,11616.87178,12829.17744,13930.69232,14970.17993,15922.07381,16789.88401,17556.80402,18230.72848,18770.83649,19212.59338,19571.64706,19864.49274,20104.22959,20283.32199,20426.45604,20529.81922,20623.14137,20707.36938
Bowaters,9.236172535,13.73161121,20.20901096,27.86572362,36.10088767,44.89371251,54.31022335,65.85199395,77.08378103,88.0615957,98.661338,108.7751474,118.4433074,127.6652578,136.1672316,143.9679087,150.9189824,157.0879185,162.1214808,166.317766,168.567823,169.1376579,169.6957711,170.0737756,170.6363857,171.3491093,172.1705852,173.0299625
Bowdon,1053.46364,1483.690666,2113.808061,2853.180624,3646.873512,4467.489992,5328.157163,6367.923437,7357.220278,8312.901717,9226.629399,10090.34984,10815.13474,11493.6685,12111.07609,12670.26234,13158.89344,13582.48311,13910.87753,14150.35595,14329.06413,14437.87317,14463.28577,14433.10891,14424.07158,14434.38369,14459.82003,14494.80713
Bradford,250.6702436,369.6582402,539.4500847,736.9079611,943.9871629,1158.744639,1384.544399,1658.751248,1921.202375,2175.797863,2420.098346,2651.809246,2862.279023,3061.404795,3239.567333,3390.809107,3524.474251,3641.999669,3735.279553,3784.240813,3811.505247,3833.596686,3852.335662,3863.778487,3876.371912,3891.307082,3906.115249,3918.333504
Bradshawgate,217.4130716,315.9812915,457.0018246,619.9114664,789.9661694,965.6452818,1150.789317,1376.812504,1593.709763,1804.270574,2006.455762,2198.335818,2370.505737,2533.312667,2682.503448,2817.959001,2903.051221,2975.351883,3031.138637,3075.851539,3111.740876,3140.916074,3165.102374,3182.75003,3200.526541,3218.475797,3232.184182,3243.77994
Bramhall,945.2124968,1338.798956,1925.84242,2636.938985,3430.642188,4272.273364,5160.29596,6224.931917,7240.345825,8222.433941,9162.15356,10051.32418,10816.10119,11533.66829,12187.81723,12781.4495,13301.98135,13755.19451,14110.42889,14394.33697,14618.24096,14792.52563,14892.83393,14905.62017,14919.80517,14945.63542,14982.15398,15023.63336
Bridgewater,59.76409393,87.20984953,126.641933,173.2454239,223.2942478,274.9927091,328.7632929,393.356268,454.6095139,513.8694758,570.6011896,624.2915747,671.6691561,716.3177837,757.1272601,794.2763129,826.9718542,855.5688943,878.1583013,896.1296769,903.3075498,902.8551483,902.1053059,901.0000768,901.1431738,902.4132689,903.7951728,905.8962585
Brinksway,470.0075577,673.2630355,965.1741842,1309.805437,1682.737359,2065.939114,2464.936948,2949.212269,3411.835625,3861.839403,4294.702895,4706.143034,5071.596025,5417.722476,5734.902678,6024.18733,6279.55755,6503.748438,6682.258217,6810.623562,6889.928712,6953.630702,6974.448092,6969.413536,6969.829936,6980.274519,6998.044034,7020.404906
Broadheath,1301.27648,1859.976991,2691.46681,3698.109325,4818.2532,6011.375487,7273.924429,8788.81993,10236.53367,11637.53239,12978.70505,14248.32824,15357.06698,16399.04742,17350.20195,18214.57841,18974.11187,19637.10077,20159.69046,20533.08394,20814.09639,21017.4939,21137.33836,21217.1796,21272.74235,21329.65934,21384.5263,21449.69896
Broadway,506.3067802,741.2071681,1105.237363,1584.157823,2168.048683,2817.260242,3506.984731,4320.504581,5099.043566,5854.552007,6579.231323,7266.792486,7895.647844,8489.623138,9033.754667,9530.106214,9969.095396,10355.26414,10665.40665,10919.77813,11127.28638,11297.28167,11430.59491,11525.39805,11614.61576,11695.91706,11772.20035,11828.03098
Buckshaw,354.374631,511.0386844,751.7251118,1058.160064,1419.780483,1818.720646,2244.864247,2752.308896,3239.865771,3712.954833,4166.747549,4597.268363,4986.124301,5352.953036,5688.755372,5994.777865,6265.037729,6502.326673,6692.100833,6846.984408,6972.523399,7074.60706,7157.880355,7218.690239,7263.992493,7293.648851,7317.470042,7344.68397
