Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Bramhall,945.2124968,1181.49645,1430.052375,1784.054239,2268.94697,2872.563528,3581.55748,4363.545837,5140.545571,5927.6292,6714.994989,7498.851644,8241.077157,8917.76349,9556.071761,10156.81053,10712.9074,11225.46406,11659.02386,12041.24157,12373.972,12661.35798,12876.43822,12996.34944,13096.23289,13188.25001,13272.76302,13347.8352
Bridgewater,59.76409393,76.96310724,94.03915669,117.2113707,147.6816232,184.8978189,228.1816082,275.7344383,322.7664783,370.4532905,418.1968905,465.7565329,511.7627175,553.8526354,593.6389016,631.173641,666.0115261,698.2204333,725.5958457,749.6360507,764.6270406,772.7802895,779.9659415,785.5903821,791.0010041,796.3028318,800.6765359,804.8488458
Brinksway,470.0075577,594.1578329,716.6991548,886.1653436,1112.92336,1389.082778,1710.815316,2067.335529,2422.356188,2784.035989,3147.612428,3511.046684,3864.18483,4188.950685,4496.550984,4787.135395,5057.315659,5307.638091,5521.349391,5697.265787,5832.150746,5951.81714,6030.151842,6076.696755,6117.942896,6159.497603,6199.60122,6237.319928
Broadheath,1301.27648,1641.438546,1998.573956,2502.00238,3186.680627,4041.889764,5048.543466,6160.777199,7267.797572,8389.605472,9512.167503,10630.0521,11700.96059,12679.64559,13603.73001,14474.25988,15281.02455,16025.62354,16657.34711,17176.46491,17618.60723,17989.4915,18275.47617,18499.45706,18672.68271,18821.60726,18944.65578,19057.11089
Broadway,506.3067802,654.1188533,820.7043835,1071.781901,1433.896985,1894.251217,2434.059499,3028.582486,3620.250532,4220.601063,4821.95644,5421.434808,6015.905539,6564.125944,7083.073718,7573.122527,8028.728434,8450.818001,8812.505385,9134.681694,9418.967053,9669.675826,9882.964511,10049.10221,10195.02006,10320.65041,10429.0495,10508.68352
Buckshaw,354.374631,450.994071,558.2005416,715.9115012,939.0097966,1222.859623,1558.071553,1929.310422,2300.259966,2676.703716,3053.833221,3429.820072,3799.061635,4138.871341,4460.36838,4763.765091,5045.62195,5306.477804,5529.48205,5727.682592,5902.065064,6055.364365,6188.748534,6294.04344,6376.151451,6436.023754,6482.582272,6525.427565
Burnley,500.6862084,644.5801053,807.1357832,1049.199253,1394.679558,1835.319369,2353.951261,2925.35466,3494.133747,4070.395119,4646.889948,5220.955695,5785.500924,6304.579182,6795.412181,7258.458516,7688.389039,8086.139591,8425.942301,8727.844457,8993.403782,9226.885054,9418.824877,9565.474298,9694.491789,9807.303677,9901.937468,9979.924876
Burnley Centre,257.7499647,333.3992534,417.4085159,540.2043285,713.1116608,933.6257657,1193.868486,1481.616896,1768.831798,2060.130242,2351.810509,2642.485328,2930.450988,3195.716762,3446.781083,3683.827506,3904.132251,4108.172256,4282.846795,4438.307425,4575.346584,4696.019572,4790.162854,4855.151861,4913.410588,4964.234503,5008.669853,5047.408276
Burnley North,220.1596545,284.4660022,356.5631727,462.2657288,611.1898253,801.0698895,1024.724727,1270.766576,1515.331495,1762.748323,2009.95605,2255.852253,2496.44491,2717.115691,2925.602453,3122.154706,3304.485237,3472.994451,3616.613836,3743.997107,3855.804435,3953.88503,4034.056265,4095.034062,4148.342289,4187.128911,4216.933269,4243.712624
Burrow Beck,652.1050114,832.6562624,1030.638676,1322.66135,1736.987147,2261.898453,2880.049563,3565.258559,4250.333933,4946.777293,5645.529364,6343.05056,7034.132188,7672.053664,8276.333921,8847.220419,9378.287935,9870.556153,10292.68129,10668.83511,11000.85865,11293.63196,11549.26464,11752.15692,11891.80156,12005.62335,12106.51821,12194.6189
Burscough Bridge,554.5328438,711.5060782,882.3839354,1128.981124,1472.577027,1909.216536,2425.650461,2999.158729,3573.319658,4156.548398,4741.325987,5324.741245,5902.694646,6435.589772,6940.263226,7416.961187,7860.192163,8270.937933,8622.824577,8936.144366,9212.480393,9455.572522,9655.899091,9813.291128,9900.019384,9978.570068,10052.80851,10120.95491
Bury Town Centre,439.341936,565.9335374,702.0260997,895.8005491,1163.082662,1502.154303,1903.404414,2349.441958,2796.284957,3250.314569,3705.66452,4160.044706,4611.624435,5028.248169,5422.949074,5795.90502,6142.864687,6464.51776,6740.297316,6986.061725,7203.014737,7382.763349,7512.75099,7612.732197,7687.037797,7754.403697,7816.748464,7872.213865
Campbell St,785.9556428,1012.622505,1228.551949,1504.735684,1848.250525,2265.482315,2756.592218,3304.54016,3852.614466,4410.454696,4970.81998,5530.576873,6080.015117,6584.862755,7063.334856,7514.009533,7844.806022,8153.71169,8403.19898,8582.317377,8743.135917,8888.730194,9019.915821,9123.278124,9216.29966,9302.600473,9380.766148,9448.247042
Cannon St,32.03674395,41.21460197,49.12117299,58.19134888,68.11636261,79.46306576,92.79124457,107.9046667,123.1161858,138.7037807,154.4550395,170.2614404,185.7759682,200.0426266,213.6078292,224.5397096,228.9656858,233.2784051,236.817922,240.1232212,243.2179246,246.1365272,248.8861218,251.0854599,253.2062523,255.2646114,257.2062339,258.9852368
Capontree,382.2553116,486.5011356,604.960187,783.6783367,1042.428495,1374.593588,1768.44085,2207.793017,2649.775889,3099.915974,3552.235082,4004.383109,4457.87433,4878.226671,5276.93627,5653.984998,6005.216888,6331.28732,6612.052215,6862.891635,7085.049616,7281.560255,7453.858157,7591.839074,7712.585576,7818.329975,7903.070713,7965.64328
Carleton,61.97536794,79.4923155,99.21826862,129.2886939,173.2013607,229.2935332,295.4656207,369.2345151,443.4015523,519.0711899,595.2199922,671.4364884,748.7229125,820.6027452,888.8686909,953.5028649,1013.795857,1069.86577,1118.305131,1161.705707,1200.281131,1234.521657,1264.662103,1288.855466,1310.115491,1327.9128,1342.947003,1355.862509
Carlisle North,76.63868812,98.60069668,123.2877981,159.9213391,212.336358,279.6715046,359.5955041,448.8036379,538.5861172,630.0156769,721.8796249,813.7017216,906.3389849,992.2643771,1073.79592,1150.930272,1222.81522,1289.585431,1347.133618,1398.598614,1444.234622,1482.450867,1515.824646,1542.587876,1566.137019,1585.715527,1602.288972,1614.932291
Carr St,673.8091595,859.4736811,1063.586863,1360.829886,1777.45549,2305.757127,2928.566658,3616.342421,4301.764685,4996.411066,5691.539524,6383.870913,7059.407735,7679.527801,8265.711909,8818.510016,9331.58854,9805.936593,10210.43388,10569.31332,10884.35852,11160.71525,11400.48851,11590.02111,11710.28123,11796.99752,11878.43042,11952.77911
Castleton,451.1583232,579.1804293,722.83075,935.6089419,1238.140962,1623.641852,2077.794201,2578.856811,3078.127592,3584.17585,4090.611958,4595.065648,5091.001522,5547.092504,5978.430786,6385.390509,6763.31902,7112.989856,7410.18943,7664.644557,7888.799747,8086.260194,8258.567505,8395.220991,8510.656505,8612.629559,8700.812115,8765.529325
Catterall Waterworks,65.32273646,83.65650211,103.1224158,130.8873531,169.3011234,217.9509735,275.6376276,340.2190547,405.2741458,471.6157492,538.3550973,605.1277044,672.2634749,734.5082612,793.5959247,849.5178593,901.6437329,950.0799846,991.8011649,1029.107607,1062.179959,1090.451198,1112.514017,1127.001264,1138.308652,1148.903427,1158.560095,1167.343296
Cecil St,366.3894461,475.2633741,590.4769737,754.8748444,981.7300903,1266.840559,1601.646176,1972.194206,2341.895113,2717.630372,3094.534489,3470.688216,3845.340919,4191.133326,4518.813589,4828.556351,5116.765554,5384.107455,5613.412702,5817.923317,5996.321216,6129.149891,6230.779748,6309.349754,6380.877285,6446.453059,6504.210427,6552.021136
Central Manchester,58.99992396,75.95126577,90.55358614,107.3289961,125.717439,146.721579,171.3551617,199.2496471,227.2938785,256.0254184,285.0535134,314.1787522,342.7528587,369.0223171,393.9976978,414.7112167,422.7900437,430.6641437,437.1161468,443.1419837,448.7845505,454.1081794,459.1262901,463.137988,467.0104384,470.7736955,474.3258067,477.5820211
Chadderton,454.5908664,582.4234325,717.4332206,907.0965464,1164.969564,1489.32551,1871.978247,2295.718549,2718.536714,3147.413325,3576.918191,4004.949005,4423.614904,4808.038232,5171.653036,5514.769532,5833.383999,6128.167857,6379.645254,6602.923211,6797.648675,6944.016656,7053.291502,7129.734288,7191.932879,7246.686869,7298.221869,7345.101722
Chamberhall,856.1005457,1095.148787,1345.746537,1697.225567,2174.79191,2774.194664,3481.257897,4265.712986,5049.550474,5845.557763,6643.53534,7439.456609,8220.681787,8939.154294,9612.177585,10224.47171,10794.00657,11321.86919,11772.37313,12173.26183,12526.54385,12833.93803,13076.64713,13258.53588,13398.08786,13507.82334,13608.23824,13699.02366
Chapel Wharf,128.1420965,165.4599193,201.115701,247.1797746,305.0451362,375.1717019,457.2997894,548.5058837,639.3979912,731.8408752,824.6427884,917.293086,1008.062424,1091.404449,1170.359307,1244.988083,1311.161152,1370.365089,1420.766934,1465.713286,1485.091429,1500.827173,1515.476304,1527.1373,1538.516406,1548.179676,1557.23879,1565.857065
Chassen Rd,856.669988,1090.7514,1353.878723,1744.947092,2301.231196,3007.662912,3837.948432,4750.389522,5656.353392,6572.977909,7488.91593,8400.051086,9282.142808,10089.86669,10852.44787,11570.83829,12236.74333,12851.51452,13374.3456,13837.18421,14242.39267,14597.12872,14904.40336,15148.9286,15360.49576,15517.65053,15636.76299,15740.01456
Chatsworth St,421.6220856,546.8515529,684.6625156,887.6945467,1175.805506,1541.760033,1972.318621,2449.045442,2925.408209,3409.636378,3895.428491,4380.342739,4865.93454,5314.986877,5740.634453,6143.046165,6517.675357,6865.293294,7164.032511,7430.762189,7657.966181,7849.674131,8014.979124,8142.572428,8255.791478,8356.666786,8444.903483,8512.653253
Cheadle Heath,459.1816161,583.1280298,714.3106656,906.3989029,1176.588666,1513.164907,1906.061729,2339.671495,2771.080759,3209.741182,3649.948534,4089.417905,4520.172919,4916.934677,5292.571228,5647.302561,5977.064224,6282.53889,6543.815235,6776.28358,6981.062951,7160.841084,7293.448191,7383.339223,7460.183137,7528.969714,7588.87175,7637.267087
Cheadle Hulme,1038.573438,1303.810324,1588.499557,1999.586183,2569.870027,3284.828134,4125.363478,5052.265417,5973.824766,6907.333159,7841.140306,8770.808701,9658.862549,10470.18324,11232.67549,11941.38876,12598.12539,13204.18769,13717.88698,14171.7803,14568.14671,14914.33812,15213.34528,15437.57743,15607.5165,15723.73168,15825.95682,15919.58126
Cheetham Hill,635.2341434,814.3226557,1010.218881,1293.7637,1688.765572,2188.248635,2775.520959,3421.542935,4063.171381,4712.440911,5361.315714,6006.841458,6633.52074,7207.40111,7749.393443,8260.17819,8728.483862,9157.50326,9522.258319,9845.500025,10128.87619,10364.32885,10567.93132,10729.91475,10851.34342,10944.31475,11027.42102,11095.86081
