Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Aspatria,11.04667374,17.80141612,21.26715828,24.93317608,28.85121018,32.54696721,36.63882681,42.25756722,48.39169507,54.9206566,61.71086173,69.31907248,77.08120626,85.15647085,94.06566787,102.5151584,110.2951958,115.8402179,120.6899267,126.0221807,132.3856218,138.2953669,143.0652521,146.0519741,148.7893372,151.4849158,153.7632475,153.4653224
Atherton Town Centre,23.10120756,37.21561211,44.42205395,52.06636062,60.25425862,67.98869325,76.57029864,88.37000988,101.2679579,115.027629,129.3770663,145.4887557,161.9652881,179.1561551,198.1688421,216.2959693,233.093321,245.2343713,255.9597199,267.7423611,281.7613733,294.8778164,305.6098036,312.5698077,319.0252725,325.4190622,330.942519,330.9347123
Athletic St,8.628526928,13.92239171,16.65183753,19.54633629,22.64568656,25.57868811,28.83385043,33.30891764,38.20280597,43.42135959,48.86541018,54.98330128,61.23350256,67.75835603,74.97606054,81.86078158,88.24350828,92.8659502,96.94931752,101.4325033,106.761405,111.7497817,115.8323697,118.4837538,120.9421254,123.3753388,125.476794,125.4791906
Avenham,20.01261838,31.85617962,37.5914879,43.54317693,49.79067494,55.49522827,61.71564917,70.3127998,79.52442454,89.09993879,98.79504616,109.4692588,120.0429391,130.7457059,142.3191346,152.7733958,161.8770694,167.4290527,171.7710528,176.5745857,182.5749121,187.613095,190.8910799,191.6120486,191.8730128,191.953285,191.3878875,187.565771
Baguley,7.762038522,12.37123571,14.61855122,16.9580914,19.42222646,21.68407418,24.15965563,27.58380486,31.2676814,35.10981732,39.01281529,43.32150936,47.61113445,51.96799883,56.68216511,60.95668907,64.7020743,67.03000153,68.86717266,70.88287876,73.3720545,75.52168167,76.94771269,77.34450248,77.55543707,77.6928323,77.56796414,76.12016219
Bamber Bridge,13.57444724,21.93707781,26.29251309,30.91085122,35.85913083,40.54837469,45.76240018,52.91509199,60.74995482,69.11665074,77.84979409,87.65942195,97.6953846,108.1911768,119.808388,130.8892098,141.1676805,148.628818,155.2338928,162.4754709,171.0720266,179.1245305,185.7241238,190.0270039,194.0176068,197.9650464,201.3772467,201.4170937
Barbara St,12.06468709,19.15931554,22.53783609,26.03268506,29.69081211,33.0128861,36.62825283,41.64184478,46.99662683,52.56510794,58.20682035,64.42947275,70.58760823,76.82929045,83.61118046,89.77116648,95.14751177,98.4355395,101.0105515,103.8620131,107.4164698,110.4226544,112.3909085,112.8568159,113.0541823,113.1472039,112.8614274,110.6558281
Barrow,9.958955578,16.03930222,19.17253878,22.47376696,25.98979034,29.2996606,32.96797966,38.0107421,43.50219506,49.34642844,55.41623746,62.21413882,69.13628591,76.33255495,84.27801193,91.80670391,98.73694921,103.6666882,107.9774596,112.7082939,118.3543314,123.5624757,127.7504401,130.3355183,132.6885372,134.9949609,136.9205718,136.5453289
Barton Dock Rd,7.193204822,11.61546856,13.9003022,16.32894241,18.93381769,21.40710876,24.15554667,27.9252129,32.05143271,36.46727417,41.0776734,46.26659568,51.57631409,57.13239892,63.29765515,69.20084053,74.6948708,78.70968761,82.28426388,86.2161086,90.88437366,95.25389142,98.87200352,101.2766254,103.5224441,105.7526077,107.7038157,107.8557565
Bedford,22.09787848,35.60811104,42.51441992,49.8423408,57.69234751,65.11086629,73.34426921,84.66301652,97.03881059,110.244438,124.0197504,139.4891065,155.3132705,171.8259447,190.0884423,207.5043298,223.6469335,235.3226666,245.6393835,256.9695185,270.4456212,283.0668881,293.3964888,300.1059564,306.331719,312.4989197,317.8309168,317.8508328
Belgrave,9.145701082,14.57238844,17.20258418,19.93547873,22.8064078,25.43667409,28.31113232,32.28531602,36.54988842,41.00093294,45.53170059,50.54253588,55.53079379,60.60822263,66.13390606,71.18749196,75.63598882,78.43318785,80.66370176,83.11427708,86.12869088,88.74309074,90.51660196,91.08274341,91.43175124,91.69537709,91.65026618,90.04065957
Benchill,2.228542665,3.55186863,4.19710369,4.868835904,5.576375731,6.225844432,6.936702071,7.91996733,8.977860304,10.08117363,11.20195713,12.43920382,13.67101818,14.92210822,16.27568222,17.50289467,18.57813643,19.24636343,19.77364356,20.35213086,21.06651854,21.68350095,22.0926683,22.20632065,22.26660988,22.30578418,22.26966197,21.85373272
Bentham,6.463157837,10.43691885,12.48735864,14.67141336,17.0130555,19.23778567,21.70523206,25.09555822,28.801464,32.7610573,36.89427206,41.5334736,46.27490434,51.22744166,56.69717287,61.91670172,66.75397645,70.25444499,73.34725717,76.73948547,80.77024111,84.55316809,87.64680511,89.65789937,91.52327781,93.36994547,94.96585003,94.97330188
Bispham,24.04971087,38.55817741,45.80498437,53.46724894,61.65849701,69.35164858,77.88299044,89.65307128,102.4842605,116.1352956,130.3420357,146.2756482,162.5284081,179.4523176,198.1564753,215.9160331,232.2990633,243.9956817,254.2544806,265.5286356,278.9874265,291.5385097,301.697089,308.1152089,314.0256518,319.8659744,324.8427733,324.3908769
