Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Blackpool,34.30818294,54.87731391,79.51655054,109.1249061,142.1571765,142.9647694,144.0888786,149.3477615,154.6722559,160.1881874,165.8022185,171.7185452,178.2622287,185.7806379,193.2662398,200.5267364,206.8399524,214.4797971,222.0648606,229.9122521,240.1707033,250.5586572,256.3665011,262.1702252,267.969984,273.765637,279.5552489,285.3388296
Bollington,32.64389271,46.21030101,62.4730796,81.62660224,102.6530632,103.6006293,115.5191061,165.7681825,216.6841437,267.4234745,317.2081614,368.0032296,422.2643648,483.5419634,545.9403838,607.4031019,670.6210769,753.3709014,838.4853428,924.9847371,1021.023189,1117.787082,1170.836779,1223.860374,1276.857827,1329.828688,1382.770369,1435.683
Bolton By Bowland,4.358874925,7.42579665,11.79411608,17.31783674,23.36627148,23.52023849,24.25916752,27.38074458,30.47446563,33.50364137,36.40722209,39.3457075,42.46006587,45.87449963,49.37397866,52.73389244,55.82216018,66.12101582,75.91971449,85.2764444,99.86865141,114.8041135,127.2333337,139.661189,152.0875193,164.5120548,176.9338459,189.3530823
Bolton Le Sands,25.12670367,40.82269833,62.39950228,89.336911,118.8865199,119.8518693,129.8575392,172.0267958,214.9351724,257.7805841,299.0837315,340.8460385,385.7063211,435.6864496,486.2673964,534.8664257,581.292286,657.9880568,733.7156104,808.134695,905.1835282,1004.584312,1068.684653,1132.779333,1196.867658,1260.948725,1325.019971,1389.082365
Botany Bay,32.12998273,44.88405671,59.64169125,76.74367364,95.35976024,96.36996729,109.783787,166.0318829,222.8926967,279.6553303,334.9587112,392.1050304,452.9691592,520.6329263,590.1030487,657.4366102,726.0920087,807.2990242,890.1317765,974.1743271,1065.350775,1156.949944,1200.929927,1244.903696,1288.871238,1332.832293,1376.785339,1420.730426
Bow Lane,82.44939923,110.4039254,141.1307516,175.6942879,213.0936686,214.269369,248.3144399,392.0374946,535.9566368,679.2685124,818.2726335,961.6247841,1112.827064,1282.713126,1454.03708,1621.214761,1792.795353,1989.982869,2195.455421,2402.941741,2620.963741,2841.39081,2941.715394,3042.008022,3142.269028,3242.497379,3342.685494,3442.832902
Bowaters,1.571953968,2.175468775,2.826410221,3.534360934,4.276043171,4.284059307,4.374755196,4.808812102,5.205293461,5.565716366,5.883778144,6.188563405,6.493406788,6.81784499,7.119362814,7.372121387,7.677924553,8.39889821,9.1121675,9.823211016,10.61880529,11.40668738,11.96313407,12.51874193,13.07350958,13.62743518,14.18051139,14.73274078
Bowdon,65.67705302,96.86416254,132.322497,172.9907306,217.4574141,219.7252337,231.0127096,278.3538917,327.1609428,376.8620854,426.5378192,478.2758003,534.072275,597.0830564,660.297509,723.1906902,787.1176216,860.4573391,936.4267211,1015.380554,1102.273372,1187.248907,1230.285815,1273.308019,1316.315799,1359.30873,1402.282747,1445.237762
Bradford,64.51565943,77.3931599,92.0658712,108.6380976,125.9879806,125.3973292,145.9841662,236.7172136,326.2180325,414.2692625,498.5540658,583.3232722,673.426415,774.117666,874.7396999,970.4258555,1064.312424,1162.929748,1263.104034,1364.328668,1470.189999,1573.578571,1609.571108,1645.557072,1681.536614,1717.507814,1753.458787,1789.388571
Bradshawgate,35.34121207,44.29486187,54.19294841,65.33582257,77.51642086,78.25703115,87.92404698,129.045354,170.4594482,212.8996593,254.3288984,297.5326777,343.9086342,396.6816757,450.8830498,503.3101285,558.096627,618.2673158,681.0560011,745.9941073,813.2910233,879.4172803,910.6855707,941.9525915,973.2189648,1004.483603,1035.737203,1066.979119
Bramhall,62.20845688,85.7029867,110.6635173,137.7309564,166.6074979,168.0797676,170.1103983,178.5535213,187.3318254,196.3415881,205.3228879,214.6935608,224.9090185,236.4135382,247.4833752,257.4511295,272.2068808,309.3649025,347.0832595,385.4111988,427.2686847,470.1106256,504.9371806,539.7501646,574.549661,609.3356116,644.1073186,678.8648908
Bridgewater,99.00619253,101.866521,106.7903965,112.2429352,117.4822137,116.4228887,118.878236,134.1830988,149.481648,164.6505162,178.9744542,193.4172691,208.09157,225.35651,241.3782474,256.5916873,273.5429852,293.2401389,313.1357526,333.2904923,354.8981131,374.1518895,383.0942183,392.0799227,401.109704,410.1728525,419.2037795,428.1976229
Brinksway,53.7235493,73.39519067,94.95675765,118.7946051,144.4153382,145.9193253,152.1957634,178.5365726,205.822415,233.7671172,261.5626461,290.4713573,321.8225474,357.196968,391.4444001,425.3433055,462.4603992,510.8302054,560.941724,612.7233854,667.8141747,720.2660864,751.2058116,782.0409148,812.7721035,843.3984976,873.9115549,904.3108607
Broadheath,168.730715,227.4403549,292.296943,364.6078476,442.4454584,447.8222809,488.5311857,660.0790682,836.3871784,1015.398636,1193.833669,1379.168278,1578.464795,1803.165397,2028.231999,2252.967243,2483.80021,2739.061419,3003.914332,3278.965017,3574.165965,3859.153667,3994.692721,4129.757573,4264.350224,4398.468254,4532.087968,4665.208227
Broadway,75.40883844,111.0334345,149.9830988,192.9140996,239.0713907,241.3282007,246.5524119,268.5758245,290.9978533,313.3501198,334.7931169,356.4383263,379.6016778,405.4756337,429.8681407,452.2811595,479.6423436,532.9055194,586.6546523,640.8970539,700.3863776,759.6967501,802.8106846,845.9262213,889.0434353,932.1618561,975.2782075,1018.392457
Buckshaw,44.64064549,54.52636744,65.43812222,77.65282827,90.77640955,91.18975705,107.3706496,175.9863466,244.6131509,312.7723393,378.662188,446.464142,517.7067876,597.6393975,677.1460869,754.8431771,834.3579347,920.7700464,1010.603295,1101.22176,1196.296362,1289.538819,1328.474816,1367.28559,1405.971701,1444.531163,1482.949805,1521.22662
Burnley,23.89909938,33.02526726,43.26585644,55.13965372,68.08804025,68.87201171,77.7718521,115.1817712,153.4397375,191.7053419,230.0531621,268.7495188,310.1167895,356.9180136,404.4993828,450.8975234,501.2751027,571.5208887,643.1050277,715.6538697,790.954106,867.8034771,911.50218,955.1763714,998.826108,1042.451272,1086.050902,1129.624982
Burnley Centre,39.56143993,52.72258799,68.19192802,86.60385296,106.7344186,107.8497501,123.770791,191.7062209,260.0824468,327.7512071,395.2876924,462.8900351,534.5223293,616.1777056,697.2334369,777.3433862,857.0499916,941.3826853,1028.554693,1116.256958,1209.022267,1300.435374,1337.139898,1373.839997,1410.535949,1447.226746,1483.905098,1520.57048
Burnley North,18.02190706,25.47880738,34.15297319,44.53909921,55.94193533,56.57243406,69.37357052,123.6829656,178.4239367,232.6712446,286.8458034,341.1641314,398.8614302,464.4764277,531.1414652,596.6640518,660.8318764,729.7389218,800.877953,872.5171967,948.1186523,1025.43746,1056.073533,1086.702962,1117.325836,1147.941851,1178.548784,1209.146476
Burrow Beck,54.51831807,77.24291342,104.0506684,135.2229812,169.0823233,170.4816993,179.9556058,219.8289455,260.3703955,300.8438605,339.9017804,379.4169404,421.8580504,469.1075606,516.5366971,561.5665507,608.0748549,682.4759502,756.89215,831.1900378,918.4364698,1007.874521,1063.92227,1119.967622,1176.010322,1232.049774,1288.083464,1344.11179
Burscough Bridge,26.6725974,38.32177769,53.51018553,72.00433041,92.0735704,91.687828,102.3751187,149.5222768,194.7564295,237.8317938,278.0597105,317.2003054,359.1479317,405.6887434,451.722589,495.6001611,537.3535268,597.2981152,658.6154003,719.2999978,793.6107126,867.9451743,908.5705558,949.1850274,989.7881851,1030.379358,1070.956223,1111.519266
Bury Town Centre,56.91837411,77.69781572,100.4803238,126.0578723,153.6393183,155.619505,168.4427991,221.247332,275.8823135,331.6464767,388.2051874,447.3255453,511.1060488,584.8142834,659.6944277,734.4039657,812.819174,905.9719797,1002.901594,1102.29211,1207.861463,1313.285003,1369.475446,1425.667258,1481.861195,1538.056294,1594.243268,1650.421558
Campbell St,47.37735631,60.36527151,74.64838837,90.85773892,108.4902327,109.2586827,117.0065414,149.8873636,183.0152132,216.9226646,250.064954,284.6236147,321.8135796,364.0183586,407.9873936,450.0318065,498.1292586,567.3484701,638.5504158,711.4321643,787.0361645,863.7344491,910.7572479,957.7654165,1004.759129,1051.738122,1098.700056,1145.644834
Cannon St,55.39446418,56.35439403,58.69582019,61.51029677,64.30431968,63.66816395,65.41189941,75.81545077,86.19010312,96.45947196,106.1581471,115.9198097,125.90614,137.5701574,147.8535691,157.87462,169.2448941,180.4665826,191.8659808,203.4501863,215.4427359,224.6797366,228.1253836,231.5986594,235.0999414,238.6234483,242.1337489,245.6282006
Capontree,29.70280605,45.1242813,66.35467209,92.9001495,121.7488472,121.8746885,130.1895998,166.4150557,200.875157,233.666146,264.2184997,294.2328443,324.6577388,358.3903255,391.3529465,421.9394407,450.5565037,508.240452,564.7532588,618.175784,693.8744047,770.4326045,823.7367691,877.0262209,930.3001178,983.5573304,1036.79468,1090.013081
Carleton,7.084426861,12.01677409,19.19300563,28.33432794,38.31818755,38.45468667,38.59757191,39.65026413,40.64470158,41.5238753,42.30582311,43.01306277,43.74564413,44.56634869,45.34336409,45.95033623,46.18037226,59.01320871,70.90476497,81.82005445,101.5061568,121.6233188,141.0202553,160.3492084,179.6098642,198.801883,217.9245267,236.9782129
Carlisle North,6.989458358,10.687839,15.50234898,21.40531293,27.77711242,27.72850349,30.92217196,44.6907309,57.78732095,70.2504809,81.8742705,93.29591021,104.8870593,117.7194577,130.4586585,142.2573217,153.3293857,169.6462992,185.9463467,201.5331739,221.3446892,241.5878964,252.6714524,263.7523513,274.8304345,285.9054735,296.9767823,308.0445166
Carr St,71.41169732,95.81256036,122.2062691,151.3213377,182.3912912,183.2460214,192.0180805,230.3399653,268.3700984,305.84238,342.0857778,378.909889,417.9728471,461.713982,505.7797316,547.596477,594.5498345,668.2062177,742.6309126,817.7423034,897.6844015,978.4277453,1028.147298,1077.755346,1127.25221,1176.637918,1225.911104,1275.072045
Castleton,48.54394065,63.71188663,80.80823573,100.3361727,121.6011037,123.5226332,139.0442881,203.5159891,270.7930135,339.7991354,409.0155274,481.0725881,559.0182054,647.2279181,738.5490194,828.6394009,922.3598306,1034.333349,1149.346794,1267.606767,1392.002222,1517.034995,1581.449003,1645.843076,1710.217481,1774.571837,1838.90264,1903.209706
